"","Sighted","Reported","Location","Shape","Duration"
"32163",20050601,20050604,"Albuquerque, NM","circle","1/2 hour"
"45676",20071011,20071011,"Melbourne, KY","oval","6 minutes"
"1502",0,19971005,"Rohnert Park, CA","rectangle","1 minute"
"2684",19970312,19981015,"Brentwood, CA","formation","30 Seconds"
"58285",20100330,20100331,"Port Charlotte, FL","light","20 mins"
"8050",20000429,20000503,"Butte Falls, OR","light","20 seconds"
"59125",19731021,20100606,"Federalsburg, MD","disk","5 mins."
"21218",20030820,20030821,"Henderson, NC","formation","2 MINUTES"
"42792",20070531,20070605,"Springfield, MO","egg","60 min"
"11914",20010524,20010529,"Sandy, UT","light","20-30 seconds"
"34858",20051026,20051027,"Covington, GA","triangle","15 minutes"
"36756",19800315,20060301,"Wayland, MA","light","approx 30 seconds"
"33655",20050602,20050914,"St. Louis, MO","cylinder","15 minutes"
"42350",20070324,20070404,"India,","unknown","5 minutes"
"19586",20030420,20030422,"Fort Worth, TX","unknown","unknow"
"13843",19821010,20011213,"Gisborne (New Zealand),","disk","2min"
"9244",20000928,20001001,"Collinsville, IL","fireball","4 seconds"
"12919",0,20010911,"Griffin, GA","disk","15 seconds"
"48892",20080417,20080520,"Sahuarita, AZ","circle","30 seconds"
"6545",20000112,20000113,"Snohomish, WA","triangle","2 minutes"
"14611",19980715,20020119,"Whitehall, MI","light","about 1 hour"
"10952",20010302,20010307,"Fleetwood (UK/England),","triangle","8 minutes"
"11084",20000701,20010214,"Defiance, OH","cross","5 minutes"
"2179",19980313,19980327,"Seattle, WA","sphere","3 - 4 minutes"
"53840",20041031,20090405,"Green Bay, WI","light","5-10 seconds"
"16869",20020809,20020809,"Mississauga (Canada), ON","triangle","4 seconds"
"9809",20001017,20001017,"Napoleonville, LA","other","5sec"
"27557",19920830,20040722,"Lakewood, NJ","disk","20 minutes"
"38319",20060719,20060719,"Chandigarh (India),","disk","20 Sec."
"8938",19840601,20000810,"Perry (rural highway, S.R.22), OH","other","5-10min."
"43529",20070624,20070630,"El Dorado Springs, MO","cigar","2 min"
"49393",19651209,20080706,"Enfield, CT","circle","2 minutes"
"3503",19680815,19990203,"Yosemite Pass (In the valley over; nr. NV border), CA","disk","6 minutes"
"31903",20050709,20050711,"Chicago, IL","formation","17:25"
"11515",20010505,20010505,"Coto De Caza, CA","light","3 min."
"20756",20030713,20030719,"Del Rio, TX","light","15-30 seconds"
"43152",20070804,20070804,"Wilmington, NC","fireball","5 seconds"
"33118",20050829,20050829,"Harrow on the Hill (UK/England),","other","until out of sight"
"46214",20080116,20080116,"Old Bridge, NJ","triangle","5 minutes"
"41991",20070219,20070220,"Fort Larome, OH","rectangle","5 min"
"35610",20051023,20060126,"Espanola, NM","fireball","12:00 to 4:00"
"43867",20070822,20070823,"Vancouver (Canada), BC","formation","1 hour"
"14030",20011231,20011231,"Leeds (UK/England),","teardrop","3 minutes"
"5611",19940901,19990911,"Tucumcari (on I-40 westbound), NM","triangle","3 TO 4 MINUTES"
"39686",20061107,20061107,"Stratford, IA","unknown","10 minutes"
"13225",20010820,20010822,"Milwaukie, OR","formation","2min"
"35788",20050625,20051214,"Decatur, AR","changing","5 MIN"
"38507",20060710,20060710,"Vierfontein (South Africa), AL","unknown","40 minutes"
"38639",20060924,20060924,"Wenatchee, WA","chevron","15 seconds"
"20805",20030825,20030825,"Argyll (UK/Scotland),","light","23.30+"
"24155",19780101,20040102,"Whittier, CA","triangle","unknown"
"34218",20051010,20051011,"Apache Junction, AZ","other","30 seconds"
"29606",20040605,20041223,"Cancun (Mexico),","light","30 mins"
"1885",19970802,19970803,"sikeston, MO","light","2-sec"
"55504",20090806,20090807,"Bulverde, TX","light","2 seconds"
"4280",19930601,19990330,"Camp Pendelton (Oceanside), CA","oval","1 minte"
"8703",20000620,20000704,"Raymondville, MO","circle","1-1.5 minutes"
"16737",20010603,20020807,"Melbourne (VIC, Australia),","cone","1minute"
"58956",20080601,20100109,"Dora, MO","light","3 Seconds"
"39276",20051010,20060819,"Brainerd, MN","disk","5 min."
"21918",20030902,20030908,"Houston (Canada), BC","light","6 to 8 seconds"
"49011",20080417,20080520,"Cumberland, RI","disk","15 Minutes"
"27648",19720715,20040831,"Medford, OR","light","ten minutes"
"35452",19520630,20060122,"Auburn, WA","oval","1 minute"
"20446",20030609,20030608,"Hixson, TN","triangle","2-3 minutes"
"42800",19910625,20070410,"Okanogan, WA","disk","2-3 Minutes"
"54642",20090614,20090615,"Gainesville, VA","light","10 Minutes"
"31011",20050228,20050301,"Big Timber, MT","unknown","Unknown"
"14810",20020330,20020408,"Martinez Lake, CA","sphere","2 minutes"
"36743",20060206,20060207,"Orlando, FL","sphere","2 Minutes"
"56145",20090816,20090817,"Van Nuys, CA","cylinder","20 min"
"4263",19990419,19990419,"Rialto, CA","disk","2-3 minutes"
"22352",19861015,20031018,"Pinson, AL","circle","Abt. 10 Seconds"
"39793",20060704,20061106,"Columbia, MO","cylinder","2 minutes"
"33840",20050907,20050910,"Marlton, NJ","other","3 minutes"
"55377",20090604,20090612,"Lacassine, LA","circle","about 15 minutes"
"24061",20031230,20040106,"Alexandria, VA","light","15 min"
"58053",20081212,20091028,"Stockton, CA","light","10 seconds"
"24984",20040327,20040327,"Aachen (near Cologne) (Germany),","other","1-2 seconds"
"30201",20041227,20050204,"Wenatchee, WA","chevron","3 to 4 min"
"18559",20030203,20030210,"Houston (Canada), BC","triangle","2 seconds"
"11129",19890915,20010205,"Austin, TX","circle","15 minutes"
"45822",20001228,20071228,"Mansfield, TX","flash","6 seconds"
"48332",20080326,20080520,"Berkeley, CA","oval","30:00"
"29876",20050116,20050116,"San Diego, CA","circle","2-3 minutes"
"53956",20090416,20090416,"Toledo, OH","other","10 seconds"
"42362",20070417,20070508,"Coyote Gulch (Escalante River) (southern Utah), UT","teardrop","4 sec"
"29126",20041118,20041119,"Jacksonville, FL","sphere","10 minutes"
"8258",20000507,20000616,"Lahore (Pakistan),","rectangle","less than 1 min"
"47103",20080114,20080207,"Swanburg, MN","fireball","3 seconds"
"25738",19991207,20040411,"Dawsonville, GA","triangle","5-10 minutes"
"49071",20080720,20080721,"West Bloomfield, MI","sphere","90-120 seconds"
"1863",0,19970721,"Shepherdstown, WV","light","2minutes"
"46112",20061015,20080110,"Las Cruces, NM","light","seconds"
"39927",19930527,20061119,"Liberty, KY","cigar","10 mins"
"12873",0,20010727,"New Orleans, LA","triangle","6 seconds"
"15972",20020707,20020707,"Bend, OR","triangle","2 hours"
"39603",20030314,20061125,"Great Falls, MT","unknown","Seconds"
"46267",20061121,20080108,"New York City, NY","flash","1 second"
"5884",19990910,19990911,"Atlanta, GA","light","8 MIN."
"57158",20090311,20090903,"Broughton Astley, Leicestershire (UK/England),","unknown","10-15 seconds"
"43222",20070709,20070709,"Fullerton, CA","changing","15 min."
"27426",20040703,20040710,"Lewisville, TX","cylinder","10 minutes"
"12832",20010720,20010720,"Naperville, IL","oval","15 minutes"
"50986",20081029,20081030,"Oberlin, OH","unknown","30 seconds"
"35752",20051129,20060130,"Orlando, FL","light","5/10min"
"16260",20020620,20020624,"Port Angeles, WA","fireball","35 minutes"
"17298",20021014,20021014,"Dallesport, WA","light","1min.+"
"59524",20100531,20100531,"Tampa, FL","cylinder","5min"
"54483",20060215,20090623,"San Bernardino, CA","light","10 Minutes"
"42163",20070512,20070527,"Springfield, IL","other","1 minute"
"30777",19970715,20050224,"Prince George (Canada),","fireball","8-10 seconds"
"7611",20000406,20000406,"Mackay (QLD, Australia),","flash","21:40"
"48741",20080508,20080605,"Ashford, WA","disk","2-3 min"
"5125",19981117,19990620,"Grand Bend (outside of) (Canada), ON","sphere","10 - 15 min"
"55950",19770215,20090821,"Ft. Knox, KY","light","4 10 mins"
"20428",20030622,20030621,"Omaha, NE","formation","45 Seconds"
"58262",20100318,20100320,"Haylow, GA","circle","2 mins."
"16427",19701015,20020808,"Westland, MI","unknown","20 seconds"
"50814",20080909,20080916,"Galivants Ferry, SC","formation","10min"
"5771",19990913,19990913,"Blanchardville, WI","other","60.3Sec"
"44273",20070904,20070905,"Mechanicsburg (Harrisburg), PA","disk","60 minutes"
"12998",20001006,20010907,"Almelo (Netherlands),","triangle","10 seconds"
"42621",20070530,20070530,"Hubert, NC","sphere","1 minute"
"31235",19841227,20050407,"Capricorn Coast (Australia),","light","10mins"
"24809",20040218,20040310,"Blackshear, GA","light","30 minutes"
"61392",20100818,20100821,"Dryden (Canada), ON","other","5 Min. maybe more"
"20651",19940714,20030711,"Havelock, NC","unknown",".5 minutes"
"28641",20041011,20041012,"Honolulu, HI","triangle","2-3 seconds"
"14714",20020131,20020201,"Reagan, TX","light","Apprx 5 seconds"
"30339",20040302,20050305,"Augusta, GA","fireball","unknown"
"46488",19960905,20080111,"Faith, NC","triangle","30 secs"
"34981",20051129,20051130,"Edmundston (Canada), NB","unknown","3 minutes"
"16470",19991220,20020902,"Eastern Passage (Canada), NS","fireball","10 Minutes"
"27106",20040801,20040801,"Port Colborne (Canada), ON","cigar","5 minutes"
"50579",20080903,20080904,"Quemado, NM","sphere","45 minutes"
"6981",19550601,20000201,"Martinez (outskirts), CA","circle","30 minutes"
"4852",19970717,19990805,"Hartford (near; Highway 91), CT","triangle","5 min. app."
"45314",20071007,20071007,"Laguna Hills, CA","disk","5 - 10 minutes"
"3678",19990322,19990323,"Jackson, MS","light","4:00 Minutes"
"58816",20100111,20100111,"Joplin, MO","triangle","5 to 10 sec."
"47194",19750601,20080120,"Newnan, GA","sphere","1 minute"
"9088",20000930,20001012,"Scottsdale, AZ","fireball","5 seconds"
"23893",20031229,20031230,"Lake Worth, FL","oval","8 sec"
"37367",19960918,20060601,"Ann Arbor, MI","fireball","5 sec."
"39153",19830601,20060821,"Sincelejo (Colombia),","oval","60 seconds"
"29275",20041113,20041116,"Las Vegas, NV","oval","don&apos;t know"
"6950",19991116,19991121,"Fairfield, IA","fireball","15 seconds"
"6212",19991030,19991110,"La Grande (10 miles east of), OR","rectangle","&lt;1 minute"
"13898",20011121,20011121,"Richmond, KY","light","3 minutes"
"6312",19991025,19991028,"Florence, MS","changing","1min"
"27920",20040710,20040710,"Las Vegas, NV","sphere","1 minute"
"45839",20071231,20080101,"Cairo, GA","circle","four hours"
"48364",20030724,20080520,"Wellsville, NY","triangle","2 minutes"
"23957",20031208,20040204,"Guayaquill (Ecuador),","unknown","1second"
"34903",19500601,20051129,"Mexicali (Mexico),","disk","1 minute"
"59273",20090930,20100420,"Clay Springs, AZ","disk","1 minutes"
"10513",20010316,20010317,"Cabot, AR","triangle","20 Min."
"25084",19700320,20040328,"Fort Worth, TX","disk","10 minutes"
"3450",19910615,19981211,"Mayfield, KY","triangle","15 Seconds"
"5081",19981009,19990827,"Noblesville, IN","changing","35 secs"
"38556",20060628,20060628,"Crescent City, CA","unknown","2 seconds"
"30253",20050224,20050228,"Coal Hill, AR","light","30 minutes"
"47563",20080412,20080412,"Destin, FL","triangle","15 seconds"
"18661",20030117,20030202,"Colorado Springs, CO","light","three seconds"
"45848",20070409,20071125,"Knoxville, TN","disk","4 minutes"
"53440",20090125,20090125,"Greensboro, NC","unknown","7 to 9 seconds"
"19962",20001028,20030430,"Kintnersville, PA","other","3 minutes"
"7556",20000527,20000530,"Cancun (Mexico),","cigar","2-3 MINUTES"
"29577",20050208,20050214,"Pittsburg, NH","disk","3 minutes"
"24148",20031108,20040101,"Richmond, VA","triangle","20 seconds"
"54286",20090406,20090405,"Nashville, TN","light","2 min"
"57545",20091125,20091125,"Ventura, CA","chevron","6 seconds"
"30593",19860704,20050224,"Lincoln, NE","light","3 minutes"
"38340",19970615,20060625,"Jackson, MI","sphere","&gt;25 Seconds"
"39789",20061118,20061118,"Hermosillo/Obregon City (between) (Sonora) (Mexico),","disk","3 seconds"
"36798",20060322,20060325,"Rankin, TX","oval","approx 30 sec"
"7109",20000205,20000209,"Pollock Pines, CA","light","15 minutes"
"19319",20030331,20030402,"Tucson, AZ","circle","4 minutes"
"42728",20070428,20070430,"Falkirk, Glasgow (UK/Scotland),","sphere","45seconds"
"53504",20090202,20090202,"Duarte, CA","light","1 minute"
"19383",20030521,20030521,"Stony Plain (Canada), AB","light","10-15 seconds"
"30586",20050212,20050222,"Jeffersonville, GA","cigar","5 sec"
"56304",20090716,20090717,"Land O&apos;Lakes, FL","triangle","Still going"
"47444",20080306,20080309,"Kokomo, IN","circle","1 hour"
"38523",19940801,20060806,"Lenzie (UK/Scotland),","light","1/2 mins"
"61100",20100825,20100825,"Muskegon, MI","circle","2-3 minutes"
"35311",20051031,20051124,"Fort Fisher, NC","circle","10min. plus"
"38180",20060813,20060812,"Nelsonville, OH","light","3-4 seconds"
"4880",19990710,19990710,"Tucson, AZ","egg","20 minutes"
"17549",20021016,20021030,"Chaco Canyon National Historic Park, NM","light","3 minutes?"
"40224",20061006,20061021,"Texarkana, TX","triangle","5 min."
"9850",20001021,20001025,"Alma, WI","oval","15seconds"
"48581",20080517,20080522,"Grand Junction, CO","formation","15 min"
"18337",19530430,20021127,"Jamison, PA","cigar","several minutes"
"40803",20061228,20061230,"Bolivar, PA","light","20 min."
"46855",20080202,20080202,"Newport News, VA","sphere","1 min 30 sec."
"24227",20040103,20040103,"&Ouml;lmstad (Sweden),","circle","2 seconds"
"22967",20031120,20031121,"Rohnert Park, CA","fireball","1 second"
"30957",19880808,20050219,"Tashkent (Uzbekistan),","oval","5 seconds"
"51172",20081015,20081020,"Rye Patch, NV","disk","30 minutes"
"3581",19900808,19990321,"St. Marys, NSW  (Australia),","light","2min approx"
"19324",19720622,20030311,"Williamsport, PA","cigar","2 min"
"17481",20020921,20020923,"Columbine, CO","circle","45 Minutes"
"46867",20080108,20080120,"Salado, TX","formation","seven minutes"
"40624",20070101,20070101,"Welwyn Garden City (UK/England),","oval","10 Mins"
"51581",20080111,20081101,"London (southwest) (UK/England),","light","2 minutes"
"14783",19970812,20020225,"Newfoundland (Canada) (on ferry boat) (Canada), NF","formation","seconds"
"57705",20090418,20091229,"Wichita, KS","triangle","1-2 minutes"
"61012",20100813,20100814,"Wichita, KS","oval","10 mins"
"18313",19660601,20021205,"New Rochelle, NY","light","?"
"3023",19980813,19980819,"Plainview, NY","light","1-2 min"
"2224",19900505,19980329,"Arlington, VA","chevron","2.5"
"34720",20051105,20051106,"Surprise, AZ","circle","1/2hr"
"30939",20050312,20050312,"Campbell River (Canada), BC","fireball","split second"
"50188",20080919,20080919,"Williamsburg, OH","light","15 minutes"
"43786",20070610,20070610,"Muskegon, MI","unknown","5 sec."
"45140",20071005,20071006,"Chandler, AZ","sphere","3+ hours"
"51527",20060515,20081006,"Saline, MI","disk","10 minutes"
"59242",19930804,20100620,"Newell, AR","circle","1 to 2 minutes"
"39473",20060915,20060915,"Davis, CA","light","1.5-2 minutes"
"11077",20010210,20010212,"Seattle, WA","circle","5 sec."
"39076",20060516,20060917,"Del Rio (35 miles outside of), TX","other","15 min."
"24012",20040118,20040118,"Glocester, RI","teardrop","4-5 minutes"
"45394",20071002,20071007,"VA/Atlantic Coast (aboard USN ship), VA","light","1:30 minutes"
"12377",20010625,20010625,"Parkesburg, PA","light","3 minites"
"36168",19711012,20060326,"Menands (Albany), NY","chevron","3 minutes"
"57544",20091119,20091124,"Brampton (Canada), ON","triangle","Approximately 2 minutes"
"31146",20050506,20050506,"Blue Springs, MO","unknown","Just over 7 minutes"
"24366",20031228,20040101,"Sissonville, WV","light","3  minutes"
"31360",19251228,20050427,"Atkinson (6 miles north of), IL","disk","1 minute"
"12336",20010804,20010808,"Montreal (Canada), PQ","diamond","30 minutes"
"28477",20041011,20041017,"Lake Worth, FL","formation","2 hours"
"33614",20050112,20050928,"Pinar del Rio (Cuba),","triangle","5 min."
"3122",19981123,19981126,"Battle Ground, WA","light","15 seconds"
"14386",20020106,20020108,"Tomball, TX","triangle","2 miinutes"
"57853",20091206,20091210,"Auburn, WA","unknown","3 min."
"30332",19760510,20050225,"Covelo, CA","disk","6seconds"
"11002",20010305,20010307,"Dublin (Republic of Ireland),","diamond","1.25 mins"
"5234",19960601,19990624,"Ft Mead, ME","triangle","17min"
"44903",20070929,20070930,"Odenton, MD","light","1 min"
"30410",20050308,20050309,"Tacna/Yuma (Between , at mile markers 94, 63, 35, 21), AZ","formation","within 30-40 minutes"
"31795",20050513,20050513,"Kirkland, WA","triangle","15-20 seconds"
"13869",20011018,20011230,"Sarasota, FL","other","lasted 2 mins"
"37107",20050930,20060513,"Chicago, IL","light","3 mins"
"14943",20020504,20020505,"Tucson, AZ","light","3 minutes"
"41076",20070101,20070101,"Ensanada (Mexico),","triangle","2 min"
"42058",19900501,20070315,"East Windsor, NJ","teardrop","10 minutes"
"22188",20031108,20031108,"New York City (Staten Island), NY","light","5 min"
"20460",20030609,20030611,"Ogallala, NE","formation","10min"
"30219",20050102,20050102,"Seattle, WA","light","45 minutes"
"36137",20060404,20060405,"Leigh (UK/England),","circle","Approx 20 mins"
"3576",19760615,19981215,"Long Beach, NY","disk","15 min"
"17286",20020910,20020919,"Sedona, AZ","sphere","10 minutes"
"11135",19870301,20010228,"Revere, MA","light","1 hour"
"24219",20031229,20031228,"Fairfax, VA","fireball","4sec"
"17038",19971012,20020806,"Franklin, NH","other","15 seconds"
"16334",20020906,20020906,"Bad Axe, MI","triangle","1minute"
"60387",20090722,20100722,"Hamburg, MI","other","2 minutes"
"44645",19901010,20070825,"Ashburn, GA","triangle","2 minutes"
"53266",19590715,20090206,"Nort Sutton (resort area near), NH","unknown","15 seconds"
"9545",20000913,20000915,"Hagerstown to Sidling hill cut, MD","light","15min."
"12713",20010715,20010720,"Tulsa, OK","cross","15 seconds"
"53355",19780321,20090214,"Medford, OR","disk","7 or 8 mins"
"18569",20030117,20030203,"Pineville, LA","sphere","5-10 minutes"
"59137",20100412,20100426,"Waxahachie, TX","triangle","3-4 Mins"
"40440",20061226,20061226,"Kirkuk (Iraq),","fireball","01:15"
"31358",20050417,20050418,"Windsor (Canada), ON","oval","30 seconds"
"9174",20000722,20001108,"Petrified Forest National Park, AZ","other","1 hour"
"37207",20060505,20060506,"Wauchula, FL","unknown","1 hour"
"56119",20090725,20090725,"Indianapolis, IN","disk","3 to 4 minutes"
"30069",19961031,20050130,"Murfreesboro, TN","circle","halloween"
"56057",20090822,20090823,"San Diego, CA","circle","5 seconds"
"49792",20070818,20080705,"Glendale, UT","circle","5 minutes"
"17221",20021004,20021005,"Omaha, NE","cigar","Football game"
"43765",20070704,20070804,"Wichita Falls, TX","light","8 sec"
"51843",20081215,20081220,"Portage, WI","formation","2-3 mins"
"41637",20070216,20070218,"Trout Run, PA","oval","45 minutes"
"17515",20021004,20021004,"Elizabeth, CO","flash","3 + hours"
"4734",19870630,19990521,"Irma, WI","oval","25?30 SEC."
"55145",20090611,20090611,"Phoenix, AZ","sphere","45 minutes"
"37288",20060331,20060515,"Bolton, Manchester (UK/England),","other","5 minutes"
"41008",20060915,20070101,"Geneva, IL","unknown","10 min."
